SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr070262,True,23990.4,5575.0,10480.2,50.6,45.7,77.0,1287.2,487.6,4.4,3551.8,2.0,11.7,289.5,6267.8,0.7,4.2,3.8,5.5,1.9,0.3,884.0,0.2,8.4,6.8,8.7,24.7,184.5,17.6,1668.1,10.7,1.1,1.3,1.7,5.5,2.2,0.2,0.2,13.5,0.6,3.9
icr070263,True,23369.6,5575.0,12407.2,50.6,45.7,37.5,1078.4,304.1,4.4,2631.9,2.1,14.4,283.0,7355.0,0.7,4.4,3.1,4.8,1.6,0.3,881.1,0.2,8.1,6.3,7.7,24.7,184.5,17.6,1508.3,15.0,0.7,4.6,3.1,3.9,2.2,0.2,0.2,12.4,1.0,4.9
icr070276,True,23226.3,5575.0,14536.6,50.6,45.7,55.3,1125.4,207.8,4.4,3285.0,2.8,17.6,212.3,9222.7,0.7,5.9,3.9,5.7,2.7,0.3,889.9,0.2,9.4,6.5,7.1,24.7,184.5,17.6,1875.1,16.4,2.5,4.8,4.4,4.1,3.0,0.2,0.2,11.9,0.5,4.3
icr070277,True,22011.8,5575.0,23319.5,50.6,45.7,43.1,1391.3,249.6,4.4,4607.7,2.2,24.5,123.6,13036.4,0.7,8.8,5.5,7.6,4.2,0.3,884.0,0.2,12.2,7.1,16.2,24.7,184.5,17.6,2805.2,10.5,3.8,1.3,4.0,4.5,4.6,0.2,0.2,20.0,0.4,8.2
icr070288,True,25748.5,5575.0,20936.3,50.6,45.7,110.7,1150.2,554.9,4.4,3735.8,4.3,22.4,91.3,9124.3,0.7,7.1,5.8,8.1,4.0,0.3,884.0,0.2,10.3,7.6,8.1,24.7,184.5,17.6,1840.5,19.0,0.8,1.3,7.4,5.0,2.9,0.2,0.2,15.6,0.7,5.8
icr070289,True,25445.0,5575.0,6368.1,50.6,45.7,135.7,711.3,656.9,4.4,2203.1,2.2,9.7,54.4,2356.0,0.7,2.6,3.0,6.2,1.1,0.3,886.9,0.2,4.0,5.2,5.2,24.7,184.5,17.6,954.2,4.1,0.7,1.3,1.2,4.5,1.1,0.2,0.2,5.2,0.4,2.8
icr070308,True,26195.0,5575.0,10213.2,50.6,45.7,117.3,891.2,458.4,4.4,3186.8,1.8,9.7,106.1,3913.1,0.7,3.4,3.7,5.2,1.6,0.3,888.9,0.2,5.3,5.4,9.5,24.7,184.5,17.6,1646.5,6.4,1.6,1.3,1.4,3.9,1.8,0.2,0.2,9.5,1.4,3.9
icr070309,True,24843.0,5575.0,12543.7,50.6,45.7,92.7,1004.8,265.9,4.4,4580.6,1.5,9.0,166.1,6556.1,0.7,5.3,4.7,6.0,2.6,0.3,889.9,0.2,7.2,6.8,11.2,24.7,184.5,17.6,2451.3,1.9,2.4,1.3,3.2,6.2,2.9,0.2,0.2,14.4,1.4,4.7
icr070328,True,26887.8,5575.0,12327.3,50.6,45.7,119.8,889.4,240.3,4.4,3793.4,2.2,12.2,152.8,5942.6,0.7,4.7,3.5,5.0,2.5,0.3,882.0,0.2,6.2,5.1,9.2,24.7,184.5,17.6,1796.1,7.8,1.2,1.3,2.9,4.2,2.5,0.2,0.2,11.6,1.1,4.5
icr070329,True,25516.1,5575.0,10449.5,50.6,45.7,145.8,689.1,188.9,4.4,2608.4,1.1,9.5,120.4,6002.5,0.7,4.0,3.1,3.9,1.7,0.3,886.0,0.2,5.0,3.6,6.4,24.7,184.5,17.6,1615.4,1.8,1.3,1.3,0.9,3.2,2.2,0.2,0.2,12.4,1.2,4.0
icr070348,True,21856.6,5575.0,11032.7,50.6,45.7,101.3,913.4,274.8,4.4,3420.5,1.3,22.1,124.7,6664.8,0.7,3.1,3.3,4.7,2.6,0.3,885.6,0.2,5.5,5.9,12.2,24.7,184.5,17.6,523.0,27.5,0.7,2.4,4.5,7.2,0.9,0.2,0.2,8.3,2.0,4.7
icr070349,True,23594.0,5575.0,21905.1,50.6,45.7,45.2,1401.1,233.7,4.4,4226.8,3.1,30.4,150.9,12503.4,0.7,8.5,5.1,9.4,4.8,0.3,885.6,0.2,12.1,8.8,19.1,24.7,184.5,17.6,1715.4,28.6,2.0,3.3,7.2,7.5,3.0,0.2,0.2,19.3,0.4,6.6
icr070370,True,28890.1,5575.0,6874.1,50.6,45.7,99.0,825.7,991.7,4.4,2973.7,1.8,19.3,88.1,2423.2,0.7,4.0,4.3,10.1,1.5,0.3,886.9,0.2,4.5,9.6,8.8,24.7,184.5,17.6,892.9,7.4,1.1,1.3,0.9,6.4,0.9,0.2,0.3,12.3,1.3,4.6
icr070371,True,29696.4,5575.0,8279.0,50.6,45.7,67.0,863.8,885.0,4.4,3294.9,1.9,16.9,84.7,2462.8,0.7,3.0,4.5,8.4,1.6,0.3,887.6,0.2,4.1,8.9,9.6,24.7,184.5,17.6,969.3,2.8,1.2,1.3,0.9,8.9,0.8,0.2,0.2,14.7,0.4,4.5
icr070386,True,23542.1,5575.0,8259.7,50.6,45.7,108.6,738.8,171.6,4.4,2261.3,1.5,14.1,151.5,4065.8,0.7,2.7,2.4,4.0,1.8,0.3,883.7,0.2,5.0,3.7,6.1,24.7,184.5,20.1,831.9,12.9,0.6,1.5,2.7,4.1,1.1,0.2,0.2,8.3,0.2,3.5
icr072246,True,21046.4,5575.0,13809.7,50.6,45.7,41.0,551.6,140.5,4.4,1847.3,9.2,13.0,61.9,7889.9,0.7,5.0,5.4,5.7,2.7,0.7,885.0,1.5,3.2,2.1,0.7,24.7,184.5,461.7,396.4,13.4,0.7,1.2,1.0,1.3,1.1,0.2,0.2,0.4,3.0,1.0
icr072247,True,24284.0,5575.0,14222.5,50.6,45.7,92.9,644.8,86.9,4.4,1819.7,5.2,6.5,44.8,9289.8,0.7,4.3,4.1,4.3,1.7,0.4,885.0,0.8,4.2,1.8,0.8,24.7,184.5,193.8,1450.0,5.9,3.8,1.3,1.8,0.7,3.4,0.2,0.2,8.5,1.0,4.3
icr072266,True,27975.7,5575.0,12813.1,50.6,45.7,48.5,403.1,109.8,4.4,1638.3,4.9,6.5,36.8,8320.4,0.7,4.6,3.7,5.0,1.8,0.3,888.9,0.7,2.4,1.2,2.9,24.7,184.5,110.1,1262.9,4.6,5.0,1.3,2.0,0.6,3.0,0.2,0.2,11.0,1.7,3.5
icr072267,True,22929.7,5575.0,12956.3,50.6,45.7,57.7,393.2,74.7,4.4,1537.5,4.4,6.9,23.8,8079.9,0.7,4.6,4.6,4.8,1.5,0.3,886.3,0.8,2.5,0.9,1.1,24.7,184.5,137.3,1175.8,4.6,4.9,1.3,1.6,1.1,3.3,0.2,0.2,11.8,1.1,3.7
icr072286,True,26236.6,5575.0,11829.9,50.6,45.7,91.8,403.0,113.0,4.4,2023.2,4.7,6.1,55.8,8640.5,0.7,3.4,5.0,5.3,1.9,0.3,881.7,0.5,2.6,1.3,0.8,24.7,184.5,131.0,1399.0,6.0,2.8,1.2,3.6,2.2,3.5,0.2,0.2,12.8,1.6,3.7
icr072287,True,31813.1,5575.0,13536.0,50.6,45.7,45.8,385.8,84.1,3.9,1721.4,7.2,6.3,43.6,7881.1,0.7,3.3,3.8,5.1,2.2,0.5,880.4,0.8,2.2,1.1,0.5,24.7,184.5,96.4,1048.8,5.6,3.1,1.3,1.4,1.3,2.2,0.2,0.2,7.7,1.4,2.5
icr072306,True,22436.7,5575.0,27219.3,50.6,45.7,26.0,12350.4,408.8,4.4,2629.7,12.4,12.7,87.9,14836.0,0.7,7.2,3.1,14.0,4.6,0.3,886.3,1.1,69.6,12.3,3.9,24.7,184.5,483.2,2183.0,24.2,5.9,3.3,4.3,1.0,5.7,0.5,0.4,33.3,0.1,7.4
icr072307,True,24656.6,5575.0,26210.8,50.6,45.7,27.1,11832.2,293.1,4.4,2617.4,14.1,10.0,81.0,15684.0,0.7,7.6,3.6,13.8,5.3,0.3,883.7,1.0,75.6,11.9,7.0,24.7,184.5,446.6,2405.1,23.3,5.0,3.7,7.7,2.8,5.8,0.5,0.4,37.4,0.1,10.3
icr072325,True,24588.6,5575.0,9832.9,50.6,45.7,91.4,322.6,155.1,4.4,1061.1,2.9,4.6,31.1,5734.5,0.7,2.7,2.1,3.1,1.5,0.3,883.7,0.6,1.6,1.2,2.4,24.7,184.5,29.1,892.6,4.0,2.2,1.1,2.5,0.6,2.1,0.2,0.2,6.9,1.6,2.7
icr072326,True,27705.7,5575.0,9985.6,50.6,45.7,129.1,291.2,85.9,4.4,1458.5,4.4,4.7,30.9,6539.1,0.7,2.5,2.6,3.7,1.7,0.3,881.1,0.8,1.5,0.9,0.5,24.7,184.5,36.7,1013.3,4.7,2.1,1.3,2.8,2.0,2.0,0.2,0.1,11.2,1.7,3.1
icr072345,True,23692.6,5575.0,30950.0,50.6,45.7,40.1,5354.6,255.9,4.4,2149.7,8.5,15.5,37.0,18486.2,0.7,9.5,2.9,7.5,4.6,0.3,880.4,1.8,46.8,3.0,1.6,24.7,184.5,128.1,2098.9,17.2,8.0,3.0,13.8,0.4,6.5,0.2,0.6,21.8,0.1,15.7
icr072346,True,25128.8,5575.0,31004.1,50.6,45.7,27.4,5435.1,184.7,4.4,2175.9,8.3,15.7,19.8,19928.5,0.7,9.8,2.8,7.3,5.2,0.3,886.3,1.8,48.8,2.7,1.4,24.7,184.5,92.3,2238.2,16.1,8.8,1.2,13.8,0.9,7.1,0.2,0.6,26.1,0.1,17.3
icr072365,True,26817.6,5575.0,34176.4,50.6,45.7,67.5,5450.0,595.7,4.4,2641.6,9.9,18.8,95.6,22280.8,0.7,11.2,4.3,8.9,5.2,0.3,880.4,2.2,53.9,5.3,2.5,24.7,184.5,102.9,2468.7,21.1,8.2,3.2,15.9,0.8,7.8,0.2,0.4,28.1,0.1,20.4
icr072366,True,29651.7,5575.0,36330.2,50.6,45.7,44.1,5711.5,206.3,4.4,2662.9,11.3,30.3,35.7,23439.1,0.7,12.0,4.8,9.0,6.4,0.3,885.6,2.7,56.7,3.4,1.6,24.7,184.5,138.0,2503.8,19.3,12.3,1.3,15.4,0.9,7.7,0.2,0.5,29.3,0.1,21.0
icr072385,True,32177.6,5575.0,9621.0,50.6,45.7,49.2,422.2,180.5,4.4,1498.6,3.9,4.4,65.6,6314.9,0.7,2.6,3.6,5.8,1.5,0.3,886.3,0.5,2.2,1.3,1.3,24.7,184.5,26.6,1168.0,7.2,1.4,1.3,4.4,3.7,2.3,0.2,0.3,13.0,2.2,2.8
icr072386,True,34457.4,5575.0,10144.1,50.6,45.7,114.3,413.2,74.0,4.4,1697.1,5.4,5.4,50.2,7102.4,0.7,2.3,3.2,4.2,1.8,0.4,883.0,1.0,2.3,1.1,2.6,24.7,184.5,30.3,1205.5,7.7,2.0,1.3,3.6,2.6,2.4,0.2,0.2,12.4,2.0,3.1
icr072405,True,29235.8,5575.0,8702.6,50.6,45.7,84.1,258.6,283.6,4.4,1212.8,3.9,4.2,57.8,5805.5,0.7,3.7,2.8,3.9,1.2,0.3,884.3,0.3,1.3,1.4,2.2,24.7,184.5,17.6,924.4,4.2,2.5,1.3,2.7,1.0,2.3,0.2,0.2,7.8,1.7,2.8
icr072406,True,28246.5,5575.0,9520.0,50.6,45.7,115.4,267.6,106.8,4.4,1411.6,3.3,11.5,29.0,6317.6,0.7,2.9,2.5,4.1,1.2,0.3,885.0,0.5,1.3,0.6,0.8,24.7,184.5,19.6,1149.3,3.1,3.0,1.3,2.8,1.2,2.5,0.2,0.2,12.0,1.5,3.2
icr072425,True,29773.6,5575.0,14674.2,50.6,45.7,176.0,2238.8,146.7,4.4,1672.3,5.2,6.2,35.6,8021.6,0.7,3.7,4.1,5.1,1.7,0.3,885.6,0.8,15.0,2.6,1.2,24.7,184.5,48.2,1391.5,7.0,3.6,1.4,4.5,1.8,3.3,0.2,0.3,13.3,0.5,3.3
icr072426,True,23944.1,5575.0,17101.4,50.6,45.7,129.3,2887.4,123.4,4.4,2123.9,4.3,7.6,31.6,9590.3,0.7,5.5,4.5,6.2,1.8,0.3,881.1,1.0,19.6,3.0,1.6,24.7,184.5,40.6,1761.2,8.2,4.5,1.6,4.6,2.1,4.4,0.2,0.2,15.3,0.1,4.5
icr072445,True,26223.1,5575.0,8014.2,50.6,45.7,111.9,962.4,270.6,4.4,1065.4,3.3,7.4,78.0,3344.5,0.7,4.3,2.0,4.0,1.5,0.3,882.4,0.6,4.5,2.1,2.5,24.7,184.5,26.9,733.7,3.0,2.8,1.3,1.3,0.6,1.5,0.2,0.2,14.9,1.4,1.4
icr072446,True,30513.0,5575.0,7303.8,50.6,45.7,77.4,806.6,87.5,4.4,1057.4,3.6,3.2,15.5,2948.8,0.7,1.9,1.7,2.9,1.5,0.3,881.1,0.3,4.0,1.5,0.5,24.7,184.5,26.5,743.1,2.8,1.3,1.3,2.1,1.9,1.3,0.2,0.2,10.6,1.5,1.4
icr072465,True,22387.8,5575.0,43987.5,50.6,45.7,43.1,7412.2,280.6,4.7,4068.0,20.8,32.8,70.8,31254.1,0.7,17.1,14.7,13.6,5.9,0.3,885.6,3.5,76.3,7.1,5.5,24.7,184.5,111.9,3967.8,29.8,16.0,3.5,32.8,0.8,13.2,0.4,0.5,38.2,0.1,38.6
icr072466,True,23447.4,5575.0,43779.6,50.6,45.7,50.6,7641.4,733.6,4.4,4609.1,18.7,31.2,140.7,31536.9,0.7,17.2,14.9,14.1,5.3,0.3,885.0,2.9,78.4,10.1,6.2,24.7,184.5,115.5,4379.0,32.8,14.1,5.9,32.7,3.2,12.9,0.4,0.4,38.8,0.1,38.3
icr072485,True,18527.0,5575.0,16863.3,50.6,45.7,235.6,2343.3,241.8,4.4,1533.4,9.9,12.5,39.7,7103.4,0.7,3.7,21.7,8.4,3.8,0.6,883.0,3.3,17.5,4.4,1.6,24.7,184.5,264.8,363.0,14.6,0.7,1.4,0.7,1.7,0.7,0.2,0.2,4.9,0.1,1.3
icr072486,True,24779.1,5575.0,19230.1,50.6,45.7,74.4,3016.5,124.4,4.4,2041.4,6.4,10.7,39.7,9068.4,0.7,4.7,3.5,6.9,3.2,0.3,884.3,3.1,23.6,4.6,2.5,24.7,184.5,438.3,1104.8,11.8,3.4,1.3,6.6,3.0,2.7,0.2,0.2,12.4,0.1,3.2
icr072505,True,18023.3,5575.0,39782.5,50.6,45.7,41.9,11794.1,501.9,4.4,3657.9,11.3,30.6,121.5,23263.0,0.7,9.8,4.0,10.0,6.5,0.3,886.9,3.9,67.2,7.7,11.7,24.7,184.5,1065.7,2379.8,31.8,9.1,3.5,2.1,2.6,6.5,1.5,0.6,25.9,0.1,20.0
icr072506,True,17784.2,5575.0,40882.3,50.6,45.7,33.7,12539.7,253.4,4.4,3364.5,14.0,30.6,57.7,24552.3,0.7,10.7,3.2,9.8,7.6,0.3,886.3,3.9,71.8,6.7,10.5,24.7,184.5,1119.8,2425.0,34.1,10.7,2.0,3.0,1.9,6.0,1.6,0.6,31.9,0.1,21.3
icr072525,True,22102.5,5575.0,13816.9,50.6,45.7,73.7,379.6,100.2,4.4,1800.7,4.2,6.8,55.3,7547.4,0.7,2.5,4.5,4.8,1.8,0.3,881.1,0.8,2.3,1.0,0.2,24.7,184.5,185.2,1033.4,6.8,1.9,1.1,1.3,1.9,2.5,0.2,0.2,7.3,1.9,2.6
icr072526,True,21940.0,5575.0,12204.4,50.6,45.7,147.9,319.6,60.0,4.4,1489.4,4.4,6.0,38.1,6579.7,0.7,2.5,3.2,3.6,1.7,0.3,881.7,1.0,1.7,0.6,0.6,24.7,184.5,141.3,894.4,6.6,1.8,1.3,1.5,1.1,2.1,0.2,0.2,4.8,2.1,2.1
icr072544,True,24186.4,5575.0,14486.1,50.6,45.7,63.3,1659.5,234.8,4.4,1494.1,4.4,7.1,74.1,6991.4,0.7,3.5,4.4,6.8,2.0,0.3,881.1,1.5,10.0,4.9,3.9,24.7,184.5,119.4,811.8,11.8,1.6,1.4,8.7,1.0,2.2,0.2,0.2,9.6,0.6,1.7
icr072545,True,25861.8,4822.3,10047.6,50.6,45.7,76.3,1210.8,116.4,4.4,1201.6,3.0,4.4,30.7,2954.2,0.7,2.4,2.5,3.8,1.7,0.3,881.1,0.6,6.4,3.6,0.4,24.7,184.5,68.3,559.4,6.4,1.0,1.3,3.1,0.8,1.1,0.2,0.2,6.9,1.4,0.8
icr072596,True,25498.5,5575.0,7422.0,50.6,45.7,237.2,3301.5,662.1,4.4,621.6,6.4,7.6,60.5,3069.7,0.7,2.2,2.7,3.2,1.3,0.3,884.3,0.2,15.1,7.4,0.4,24.7,184.5,573.8,131.9,6.4,0.7,1.6,2.8,1.2,0.4,0.2,0.1,0.8,1.2,0.3
icr072597,True,27474.6,4786.3,9970.6,50.6,45.7,21.3,3449.6,450.1,4.4,640.0,10.3,6.7,46.4,3774.7,0.7,2.9,2.2,2.8,1.5,0.3,883.0,0.2,18.1,6.7,2.5,24.7,184.5,317.5,215.9,15.2,0.7,2.1,2.1,0.3,0.7,0.2,0.2,0.4,0.6,0.8
icr072616,True,32142.0,5575.0,7379.3,50.6,45.7,33.9,2898.8,595.6,4.4,583.8,9.0,5.3,83.6,2979.4,0.7,2.0,2.6,2.4,1.1,0.3,888.2,0.2,20.7,11.5,3.8,24.7,184.5,486.0,181.5,14.3,0.6,1.2,2.3,0.8,0.5,0.2,0.2,1.4,0.4,0.5
icr072617,True,25707.9,6684.2,13520.8,50.6,45.7,39.3,3891.1,1095.4,4.4,987.1,14.4,8.7,82.9,5664.3,0.7,3.9,3.0,4.4,2.0,0.3,882.4,0.3,40.7,20.8,3.5,24.7,184.5,642.3,343.3,22.8,0.7,1.3,5.3,0.7,1.3,0.2,0.2,2.5,0.2,1.2
icr072636,True,29422.2,5572.4,8812.0,50.6,45.7,44.1,2437.3,728.4,4.4,644.3,9.4,5.9,77.2,3275.2,0.7,1.9,2.2,2.4,1.4,0.3,886.3,0.2,18.3,6.7,0.3,24.7,184.5,323.9,204.4,14.1,0.7,1.3,2.9,1.9,0.5,0.2,0.2,0.8,0.6,0.3
icr072637,True,22048.4,5575.0,11557.9,50.6,45.7,19.7,2552.0,993.3,4.4,811.9,12.1,8.2,65.6,4844.1,0.7,3.5,2.4,3.7,1.8,0.3,882.4,0.2,24.9,8.3,0.6,24.7,184.5,333.2,302.4,19.5,0.7,1.3,3.3,0.8,1.1,0.2,0.1,1.2,0.7,1.1
icr072656,True,29343.7,5575.0,8399.9,50.6,45.7,59.2,1413.3,939.1,4.4,578.5,9.0,7.8,53.7,3627.0,0.7,2.4,3.1,3.7,1.2,0.3,888.9,0.2,12.8,6.5,0.2,24.7,184.5,182.2,193.1,13.5,0.7,1.5,3.3,1.2,0.7,0.2,0.2,1.0,0.9,0.9
icr072657,True,26416.1,5575.0,13987.0,50.6,45.7,20.5,1625.1,1759.6,4.4,910.1,12.0,10.7,56.2,5802.9,0.7,4.3,3.9,4.2,2.2,0.3,881.1,0.2,19.1,10.5,0.3,24.7,184.5,202.0,330.8,21.9,0.7,1.8,0.9,0.2,1.1,0.2,0.2,1.7,0.2,1.3
icr072676,True,28589.1,5575.0,7541.5,50.6,45.7,200.6,3422.9,980.8,4.4,605.9,6.9,4.7,73.3,2708.8,0.7,1.9,4.2,3.5,1.1,0.3,884.3,0.2,16.5,8.0,1.4,24.7,184.5,283.5,160.5,11.1,0.7,1.2,2.0,1.3,0.6,0.2,0.2,0.4,0.6,0.3
icr072677,True,29936.0,5575.0,9528.5,50.6,45.7,69.1,3528.3,662.0,4.4,644.6,8.6,5.4,67.0,3524.2,0.7,2.4,2.8,3.3,1.5,0.3,885.0,0.2,22.5,6.6,2.7,24.7,184.5,213.4,205.3,16.7,0.7,0.9,2.4,0.5,0.8,0.2,0.2,0.5,0.2,0.3
icr072696,True,34926.0,5553.1,8316.7,50.6,45.7,99.4,2034.9,474.0,4.4,711.2,7.6,8.1,54.3,2962.4,0.7,2.3,2.8,2.3,1.4,0.3,883.7,0.2,11.3,4.1,0.5,24.7,184.5,111.2,206.0,12.0,0.7,1.0,2.1,2.0,0.4,0.2,0.2,0.5,1.7,0.9
icr072697,True,30664.0,5575.0,11433.3,50.6,45.7,182.0,2413.4,389.9,4.4,1034.2,9.3,8.6,49.8,4223.9,0.7,2.8,2.9,2.4,1.9,0.3,884.3,0.2,16.2,3.9,0.5,24.7,184.5,91.0,301.1,14.7,0.7,1.3,3.0,0.9,1.0,0.2,0.2,1.4,0.8,1.0
icr072716,True,30260.5,5575.0,10202.2,50.6,45.7,68.9,2168.4,319.8,4.4,886.0,8.1,8.4,49.8,3505.4,0.7,2.5,2.4,2.8,1.9,0.3,882.4,0.2,11.9,3.9,1.6,24.7,184.5,88.9,263.1,13.2,0.7,1.0,2.8,0.8,0.8,0.2,0.2,1.3,0.9,1.1
icr072717,True,30518.0,5575.0,12842.3,50.6,45.7,52.0,2267.7,209.2,4.4,947.7,9.1,9.4,38.6,4168.6,0.7,2.8,3.2,2.5,2.5,0.3,888.2,0.2,14.1,3.4,0.6,24.7,184.5,74.0,308.1,15.8,0.7,2.0,3.5,1.6,0.8,0.2,0.2,1.5,0.9,1.4
icr072736,True,27226.6,5793.2,6625.4,50.6,45.7,120.9,3059.9,541.2,4.4,540.3,9.8,3.5,84.3,2445.8,0.7,1.6,2.0,2.2,0.9,0.3,884.3,0.2,17.3,12.1,3.0,24.7,184.5,377.3,160.2,13.5,0.7,1.6,1.5,0.5,0.5,0.2,0.2,0.7,0.3,0.5
icr072737,True,29705.2,7322.5,11561.0,50.6,45.7,65.8,4010.0,831.3,4.4,797.6,13.7,7.6,86.1,4383.0,0.7,2.8,2.1,11.5,1.4,0.3,883.0,0.2,32.2,16.7,3.5,24.7,184.5,405.7,293.1,21.8,0.7,1.4,3.5,0.3,1.3,0.2,0.2,3.9,0.3,0.7
icr072756,True,31278.2,5575.0,9816.7,50.6,45.7,248.7,1239.5,277.6,4.4,646.5,7.1,9.3,48.8,3444.1,0.7,1.9,2.6,1.8,1.7,0.3,882.4,0.2,9.4,2.2,0.5,24.7,184.5,48.5,227.6,8.9,0.6,2.5,3.3,0.9,0.8,0.2,0.2,0.9,1.3,1.4
icr072757,True,28742.8,5575.0,13339.9,50.6,45.7,193.3,1616.0,231.3,4.4,934.2,9.0,12.7,29.1,5068.0,0.7,3.2,2.5,2.5,2.7,0.3,883.7,0.2,14.2,2.3,0.3,24.7,184.5,48.5,343.3,11.1,0.7,3.6,3.7,0.6,1.3,0.2,0.2,2.0,1.2,1.3
icr072776,True,31739.6,6152.4,8138.2,50.6,45.7,92.7,3936.7,458.0,4.4,683.7,10.2,6.3,71.2,3132.0,0.7,1.7,3.0,3.2,1.3,0.3,882.4,0.2,16.0,7.1,0.6,24.7,184.5,225.2,232.5,17.4,0.7,1.5,2.2,1.8,0.7,0.2,0.2,1.3,0.8,0.9
icr072777,True,32070.3,5575.0,12266.1,50.6,45.7,102.6,4445.7,574.7,4.4,1031.0,14.6,9.6,77.3,6073.7,0.7,4.4,4.8,6.0,2.5,0.3,884.3,0.2,31.0,8.3,0.6,24.7,184.5,200.7,423.5,24.9,0.7,2.2,0.9,1.1,1.6,0.2,0.1,4.3,0.2,1.9
icr072796,True,25450.4,5575.0,9170.1,50.6,45.7,109.8,2665.2,373.1,4.4,694.9,10.1,5.7,50.9,3347.2,0.7,2.6,2.3,2.4,1.6,0.3,887.0,0.2,16.5,4.6,0.3,24.7,184.5,71.0,261.6,14.1,0.8,1.1,1.8,0.9,0.8,0.2,0.2,1.1,0.4,0.7
icr072797,True,30167.3,4924.0,10581.5,50.6,45.7,54.1,3083.0,466.5,4.4,820.6,10.7,7.4,58.1,3908.8,0.7,2.9,3.4,2.6,1.7,0.3,888.9,0.2,18.7,5.4,0.4,24.7,184.5,124.7,303.3,16.2,0.7,1.5,3.4,0.4,1.0,0.2,0.2,1.5,0.3,1.0
icr072816,True,28758.4,5575.0,7807.1,50.6,45.7,64.8,3263.5,749.1,4.4,732.7,8.2,4.3,73.0,2677.5,0.7,2.0,2.3,2.4,1.2,0.3,882.4,0.2,15.0,7.1,0.3,24.7,184.5,162.6,240.0,13.6,0.7,1.5,1.8,0.8,0.5,0.2,0.2,1.2,0.5,0.3
icr072817,True,27957.9,5575.0,11114.5,50.6,45.7,23.5,4043.7,757.3,4.4,1042.4,9.6,5.9,64.0,3667.4,0.7,2.7,2.9,2.8,1.7,0.3,886.3,0.2,20.2,7.6,0.6,24.7,184.5,170.2,350.0,18.6,0.7,1.3,3.1,1.2,0.8,0.2,0.2,1.5,0.7,1.1
icr072836,True,26865.4,5575.0,5790.7,50.6,45.7,20.3,3940.7,646.2,4.4,457.6,4.7,4.4,79.6,2062.3,0.7,1.3,4.1,2.9,1.2,0.3,883.7,0.2,15.9,16.2,0.4,24.7,184.5,764.5,105.1,6.5,0.6,1.2,2.0,2.1,0.1,0.2,0.1,0.9,0.6,0.3
icr072837,True,33804.6,5575.0,6863.0,50.6,45.7,23.1,4536.5,885.5,4.4,639.0,10.7,4.6,141.6,3337.0,0.7,2.7,1.5,3.8,0.7,0.3,886.9,0.2,24.6,19.2,3.2,24.7,184.5,229.6,692.4,8.6,1.2,2.3,10.2,1.3,1.4,0.2,0.2,20.7,0.2,1.1
icr072856,True,31553.5,5575.0,2687.7,50.6,45.7,315.1,3055.0,480.8,4.4,352.4,10.0,1.4,58.3,1606.3,0.7,0.8,1.7,1.5,0.4,0.3,882.4,0.2,9.6,9.2,2.1,24.7,184.5,260.4,337.1,10.0,0.8,1.2,1.6,0.2,0.8,0.2,0.3,16.5,0.7,1.1
icr072857,True,26812.8,5159.8,5839.3,50.6,45.7,71.4,3938.7,1308.7,7.2,557.9,11.6,2.6,114.1,2855.0,0.7,2.3,2.0,3.4,0.6,0.3,885.0,0.3,17.5,17.2,1.1,24.7,184.5,341.0,525.3,11.8,1.0,1.3,6.8,0.4,1.2,0.2,0.2,21.2,0.2,1.0
icr072876,True,28790.2,5575.0,6770.9,50.6,45.7,214.3,3095.8,688.7,4.4,682.8,5.6,4.0,66.0,3668.9,0.7,2.4,2.4,2.4,0.8,0.3,883.7,0.2,16.3,6.4,1.2,24.7,184.5,164.8,693.6,6.2,3.4,1.3,15.4,0.6,1.6,0.2,0.3,22.2,0.5,1.7
icr072877,True,25410.3,5575.0,10961.5,50.6,45.7,37.5,3291.6,548.3,4.4,802.3,5.0,3.9,69.1,4435.7,0.7,4.0,2.7,3.5,1.1,0.3,883.7,0.2,20.8,5.9,0.8,24.7,184.5,126.3,836.0,6.6,2.1,1.9,18.7,2.4,2.3,0.2,0.2,21.3,0.2,1.6
icr072896,True,35532.5,5575.0,6141.5,50.6,45.7,38.1,3256.0,371.1,4.4,657.3,5.8,4.5,69.0,2974.7,0.7,2.0,1.6,1.9,0.8,0.3,886.3,0.2,14.8,6.3,1.2,24.7,184.5,163.8,593.9,5.3,1.9,1.4,10.0,0.5,1.4,0.2,0.3,20.7,0.6,1.2
icr072897,True,26511.0,5575.0,8906.3,50.6,45.7,142.7,3527.8,277.0,4.4,744.0,4.8,4.6,52.1,3966.6,0.7,3.2,1.9,2.4,0.9,0.3,886.9,0.2,20.0,5.3,0.5,24.7,184.5,139.4,762.4,5.9,2.3,1.7,19.4,0.3,2.1,0.2,0.3,21.0,0.2,1.5
icr072948,True,28018.3,5575.0,25823.2,50.6,45.7,101.0,302.6,112.2,4.0,1774.2,10.6,20.4,21.0,13522.4,0.7,3.0,4.5,4.7,7.3,0.3,886.9,1.6,4.0,1.6,7.5,24.7,184.5,587.7,589.2,25.6,0.7,1.9,3.6,6.9,2.1,0.2,0.2,9.7,0.8,6.7
