SSN,Public,Latitude,Longitude,Cluster,Plot,Depth,Soil material,Scientist,Site,Country,Region,Cultivated,Gid
icr011182,True,10.88015667,-3.5402949999999995,9,1,top,Bon.9.1.Topsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,86
icr015316,True,10.88011667,-2.620426667,14,1,sub,Lam.14.1.Subsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,1404
icr068559,True,11.35515,8.146985,8,1,top,Pamp.8.1.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1485
icr072896,True,-16.20006,14.95128667,16,1,top,Muco.16.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1593
icr033545,True,-0.137943,39.05795670000001,14,1,top,Mbal.14.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1094
icr050015,True,-24.19569833,34.37663333,11,1,sub,Mass.11.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1390
icr010965,True,12.49387,-6.255561667,15,1,top,Kol.15.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,43
icr072506,True,-7.359855,15.761679999999998,14,1,sub,Sanz.14.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1558
icr074175,True,-18.0749,29.4566,12,1,top,Gamb.12.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1713
icr075548,True,-17.7929,31.8807,12,1,top,Chiq.12.1.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1866
icr016013,True,5.39372667,-0.7071333329999999,14,1,sub,Aju.14.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,344
icr049257,True,-22.87288167,35.29462,5,1,top,Chic.5.1.Topsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,True,824
icr041819,True,-2.64218307,39.55010605,10,1,top,Mara.10.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1193
icr048756,True,-29.8085,23.9044,2,1,sub,Hope.2.1.Subsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1305
icr050354,True,-16.11628667,38.98612833,12,1,top,Mart.12.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,902
icr074489,True,-21.749,26.5039,11,1,top,Paje.11.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,787
icr062134,True,-18.3471,48.6935,1,1,top,Didy.1.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1334
icr073686,True,-19.38535333,28.72538333,3,1,top,Keni.3.1.Topsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1760
icr048825,True,-29.7962,23.9288,7,2,sub,Hope.7.2.Subsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1315
icr050074,True,-24.21577667,34.398345,14,1,top,Mass.14.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1395
icr014549,True,-11.59183667,34.230455,8,1,sub,Nkh.8.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,527
icr072657,True,-16.196175,14.87335667,4,1,sub,Muco.4.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1570
icr068266,True,13.371465,1.779663333,9,4,sub,Nyal.9.4.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1456
icr041988,True,-1.75930798,35.77468491,1,1,sub,Mori.1.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1208
icr014783,True,-15.92747167,35.297925,3,1,top,Thu.3.1.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,63
icr072856,True,-16.24256167,14.94835667,14,1,top,Muco.14.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1589
icr014804,True,-15.91097,35.30012,4,1,sub,Thu.4.1.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,272
icr010496,True,14.77771167,-10.98879,9,1,sub,Kon.9.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,223
icr012009,True,-3.01006794,33.06552124,11,1,sub,Buk.11.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,263
icr034322,True,7.04608833,9.304748333,4,2,top,Kats.4.2.Topsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,665
icr075370,True,-17.8199,31.8338,3,1,top,Chiq.3.1.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1848
icr033525,True,-0.15493301,39.06001282,13,1,top,Mbal.13.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1092
icr015673,True,6.69200167,-1.241593333,13,1,sub,Kub.13.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,False,310
icr073149,True,-11.72815,15.92955167,11,1,sub,Bimb.11.1.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1614
icr073320,True,-12.33987333,15.14360333,2,1,top,Luim.2.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1627
icr074490,True,-21.749,26.5039,11,1,sub,Paje.11.1.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,836
icr070277,True,9.192781667,5.719468332999999,10,1,sub,Kuti.10.1.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1519
icr021124,True,-8.02354813,37.33749771,15,1,sub,Kid.15.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,379
icr074122,True,-18.1381,29.4551,9,1,top,Gamb.9.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1707
icr010708,True,12.47221667,-6.326855,2,1,sub,Kol.2.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,238
icr009959,True,-11.07450008,35.12540054,3,1,sub,Mbi.3.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,191
icr006056,True,-6.86175203,36.11831284,8,1,sub,Chi.8.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,135
icr010555,True,14.83955333,-10.99074667,12,1,top,Kon.12.1.Topsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,228
icr056301,True,-16.09358333,28.28641167,6,1,sub,Mong.6.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1047
icr074831,True,-19.3763,22.062,11,1,top,Guma.11.1.Topsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1833
icr074580,True,-21.731,26.5229,16,1,top,Paje.16.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1811
icr014843,True,-15.95316167,35.32146333,6,1,top,Thu.6.1.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,66
icr006704,True,-6.09060001,36.50844955,14,1,top,Pan.14.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,160
icr048682,True,-27.5834,30.0894,14,1,top,Mada.14.1.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,779
icr034502,True,6.98352667,9.376038333,13,1,sub,Kats.13.1.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,684
icr015064,True,10.86386167,-2.686115,1,1,sub,Lam.1.1.Subsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,614
icr049496,True,-18.04285667,36.79774333,1,1,top,Inha.1.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,848
icr007870,True,-5.30757999,37.47093964,8,1,top,Kib.8.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,594
icr021142,True,-8.00446224,37.32851028,16,1,sub,Kid.16.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,381
icr068697,True,11.32778667,8.192435000000001,15,1,top,Pamp.15.1.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1498
icr043021,True,10.47198167,-13.36306333,13,1,top,Fria.13.1.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1263
icr015336,True,10.90988167,-2.62005,15,1,sub,Lam.15.1.Subsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,627
icr037690,True,11.32902667,-5.466885,15,6,sub,Fink.15.6.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1140
icr015773,True,5.39579,-0.780361667,2,1,sub,Aju.2.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,320
icr070090,True,14.87451333,-7.780065,16,2,sub,Tamb.16.2.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1754
icr072676,True,-16.26719667,14.89980667,5,1,top,Muco.5.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1571
icr020948,True,-8.04761505,37.295681,6,1,sub,Kid.6.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,361
icr014904,True,-15.97414833,35.34251833,9,1,sub,Thu.9.1.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,277
icr015893,True,5.44254833,-0.764775,8,1,sub,Aju.8.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,332
icr074160,True,-18.0962,29.4588,11,1,sub,Gamb.11.1.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1712
icr042209,True,-1.75810206,35.84511185,13,1,sub,Mori.13.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1232
icr062373,True,-18.3387,48.7558,13,1,top,Didy.13.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1358
icr009918,True,-11.12269974,35.12689972,1,1,top,Mbi.1.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,True,13
icr020987,True,-8.00173283,37.29563904,8,1,sub,Kid.8.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,365
icr030277,True,8.603079800000001,35.04847336,14,1,sub,,Tor Vagen,Dambidolo,Ethiopia,East Africa,False,498
icr055743,True,-9.18553,29.6753,10,1,sub,Chil.10.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,994
icr055941,True,-13.062885,28.44091,4,1,top,Fise.4.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,False,1011
icr041740,True,-2.64416289,39.5366745,6,1,sub,Mara.6.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1186
icr049994,True,-24.21673333,34.37512,10,1,top,Mass.10.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1387
icr034402,True,7.04311,9.33436,8,1,top,Kats.8.1.Topsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,False,673
icr014668,True,-11.63818833,34.281434999999995,14,1,top,Nkh.14.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,107
icr070142,True,9.221401667,5.666751667000001,3,1,top,Kuti.3.1.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1506
icr048642,True,-27.5431,30.071,12,1,top,Mada.12.1.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,775
icr072287,True,-7.331673332999999,15.687965,3,1,sub,Sanz.3.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1536
icr055823,True,-9.18747,29.7011,14,1,sub,Chil.14.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,1001
icr041719,True,-2.66981196,39.53773499,5,2,top,Mara.5.2.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1183
icr054618,True,1.526595,31.51443,12,1,top,Hoim.12.1.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,True,966
icr074671,True,-19.3805,22.0165,3,1,top,Guma.3.1.Topsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1817
icr068181,True,13.37571833,1.7597633330000002,5,2,top,Nyal.5.2.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1447
icr014528,True,-11.61275667,34.22261833,7,1,top,Nkh.7.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,100
icr033872,True,4.19322205,38.3321991,15,1,sub,Mega.15.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,1107
icr033991,True,8.10690833,9.881415,5,1,sub,Ibi.5.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,False,638
icr006667,True,-6.05854988,36.49095154,12,1,sub,Pan.12.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,158
icr062396,True,-18.3094,48.7565,14,2,sub,Didy.14.2.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1361
icr034914,True,6.780285000000001,4.696635,16,1,sub,Imor.16.1.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,False,722
icr037901,True,5.30427333,10.249175,8,8,top,Bana.8.8.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1157
icr038305,True,11.33621693,39.61544418,12,8,top,Kuta.12.8.Topsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,744
icr030430,True,9.63597775,42.69142151,8,6,top,,Tor Vargen,Merar,Ethiopia,East Africa,,551
icr068149,True,13.418404999999998,1.7315933330000002,3,6,top,Nyal.3.6.Topsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1443
icr054551,True,1.524523333,31.48840667,8,5,sub,Hoim.8.5.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,959
icr034614,True,6.717035000000001,4.630036667,1,1,sub,Imor.1.1.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,True,693
icr021043,True,-8.02555275,37.31706238,11,1,top,Kid.11.1.Topsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,370
icr072596,True,-16.26941333,14.883505,1,1,top,Muco.1.1.Topsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1563
icr073361,True,-12.30484,15.14741667,4,2,top,Luim.4.2.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1631
icr023712,True,-14.70472833,39.91341833,15,1,top,Chik.15.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,439
icr068500,True,11.29146167,8.145926667000001,5,1,sub,Pamp.5.1.Subsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1480
icr062175,True,-18.2959,48.692,3,1,top,Didy.3.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1338
icr068400,True,13.43122,1.799123333,16,1,sub,Nyal.16.1.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1470
icr073558,True,-12.32752333,15.22182667,14,1,top,Luim.14.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1651
icr074030,True,-18.066,29.4092,4,1,top,Gamb.4.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1697
icr049057,True,-29.9345,22.7283,7,4,sub,Prie.7.4.Subsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,799
icr010019,True,-11.10610008,35.14979935,6,1,sub,Mbi.6.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,194
icr010515,True,14.80662167,-10.98228,10,1,top,Kon.10.1.Topsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,224
icr038216,True,11.31150246,39.59640884,7,5,top,Kuta.7.5.Topsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,735
icr011203,True,10.90277,-3.530618333,10,1,sub,Bon.10.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,513
icr011941,True,-3.00733495,33.04496384,7,1,top,Buk.7.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,51
icr049715,True,-17.980610000000006,36.84061,12,1,top,Ihas.12.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,870
icr010945,True,12.47028667,-6.265613332999999,14,1,top,Kol.14.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,42
icr030317,True,8.64607239,35.05302811,16,1,sub,,Tor Vagen,Dambidolo,Ethiopia,East Africa,False,502
icr055961,True,-13.12469,28.47377833,5,1,top,Fise.5.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1013
icr073029,True,-11.77340167,15.90902167,5,1,sub,Bimb.5.1.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1604
icr023234,True,-13.40028833,35.48778167,7,1,sub,Mak.7.1.Subsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,True,394
icr070143,True,9.221401667,5.666751667000001,3,1,sub,Kuti.3.1.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1507
icr062334,True,-18.2968,48.7352,11,1,top,Didy.11.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1354
icr055724,True,-9.20366,29.6761,9,1,sub,Chil.9.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,992
icr033506,True,-0.106482,39.03767776,11,1,top,Mbal.11.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1090
icr043300,True,11.928245,-13.133870000000002,10,2,sub,Boum.10.2.Subsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1290
icr062276,True,-18.2724,48.7098,8,1,sub,Didy.8.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1349
icr009978,True,-11.05970001,35.12659836,4,1,top,Mbi.4.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,16
icr015993,True,5.36981833,-0.714001667,13,1,sub,Aju.13.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,342
icr006550,True,-6.08820009,36.46326065,6,1,top,Pan.6.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,148
icr050214,True,-16.17429833,38.96290833,5,1,top,Mart.5.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,False,888
icr074545,True,-21.7707,26.526,14,1,sub,Paje.14.1.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1808
icr011902,True,-3.06098199,33.03066254,5,1,sub,Buk.5.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,257
icr074082,True,-18.0858,29.4351,7,1,top,Gamb.7.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1703
icr030572,True,9.63665199,42.73842239,16,2,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,568
icr055783,True,-9.13654,29.6744,12,1,sub,Chil.12.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,998
icr050034,True,-24.16965333,34.38194667,12,1,top,Mass.12.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1391
icr072717,True,-16.225095,14.89889,7,1,sub,Muco.7.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1576
icr073209,True,-11.75424667,15.95240333,14,1,sub,Bimb.14.1.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1620
icr014923,True,-15.95095333,35.33888167,10,2,top,Thu.10.2.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,70
icr049298,True,-22.81783333,35.28526167,7,1,sub,Chic.7.1.Subsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,False,829
icr056441,True,-16.10458833,28.324225,13,1,sub,Mong.13.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1061
icr056380,True,-16.09050667,28.30285,10,2,top,Mong.10.2.Topsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1054
icr050415,True,-16.13769833,39.00373,15,1,sub,Mart.15.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,False,909
icr038331,True,11.28757477,39.63938141,14,1,top,Kuta.14.1.Topsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,False,747
icr055623,True,-9.14338,29.6314,4,1,top,Chil.4.1.Topsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,982
icr075431,True,-17.8328,31.8576,6,1,sub,Chiq.6.1.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1855
icr054239,True,0.49764001,32.28783798,5,1,sub,Nama.5.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,920
icr014449,True,-11.61566833,34.20503833,3,1,sub,Nkh.3.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,522
icr073539,True,-12.357305,15.21692167,13,1,top,Luim.13.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1649
icr010375,True,14.82152167,-11.03285833,3,1,top,Kon.3.1.Topsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,210
icr037574,True,11.28301667,-5.486493332999999,9,5,top,Fink.9.5.Topsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1127
icr048932,True,-29.816,23.9757,14,3,top,Hope.14.3.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1329
icr074003,True,-18.1109,29.4157,2,1,sub,Gamb.2.1.Subsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1694
icr037987,True,5.233795,10.28871167,13,1,sub,Bana.13.1.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1168
icr056181,True,-13.06836667,28.51594667,16,1,top,Fise.16.1.Topsoil.Std fine soil,L.T.Desta,Fisenge,Zambia,South Africa,True,1034
icr050414,True,-16.13769833,39.00373,15,1,top,Mart.15.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,False,908
icr010966,True,12.49387,-6.255561667,15,1,sub,Kol.15.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,251
icr033583,True,-0.091448,39.06403351,16,1,sub,Mbal.16.1.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1101
icr074336,True,-21.7522,26.4592,3,1,top,Paje.3.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1789
icr020928,True,-8.07408333,37.29367447,5,1,sub,Kid.5.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,359
icr010178,True,-11.09879971,35.19520187,14,1,top,Mbi.14.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,26
icr072365,True,-7.340811667,15.71909667,7,1,top,Sanz.7.1.Topsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1543
icr037454,True,11.32941667,-5.534058333,3,1,sub,Fink.3.1.Subsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1116
icr030353,True,9.59475517,42.66899109,2,3,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,541
icr072777,True,-16.24473333,14.92850333,10,1,sub,Muco.10.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1582
icr010986,True,12.51692167,-6.259611667000001,16,1,sub,Kol.16.1.Subsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,252
icr054697,True,1.524801667,31.53509333,16,2,top,Hoim.16.2.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,974
icr015533,True,6.71250667,-1.292856667,6,1,sub,Kub.6.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,False,296
icr062433,True,-18.2793,48.7545,16,1,top,Didy.16.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1364
icr007750,True,-5.35250807,37.44896698,2,1,top,Kib.2.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,167
icr024995,True,-6.859828,34.19452667,8,3,sub,,Tor Vagen,Itende,Tanzania,East Africa,False,458
icr033910,True,8.10135,9.867401667000001,1,1,top,Ibi.1.1.Topsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,False,629
icr015296,True,10.86627833,-2.607243333,13,1,sub,Lam.13.1.Subsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,626
icr014964,True,-15.90355,35.33182833,12,1,sub,Thu.12.1.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,280
icr012027,True,-2.98789811,33.06058121,12,1,top,Buk.12.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,True,56
icr054277,True,0.53307802,32.2866745,7,1,top,Nama.7.1.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,923
icr021103,True,-8.04930496,37.33369827,14,1,top,Kid.14.1.Topsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,376
icr011242,True,10.94154333,-3.539666667,12,1,sub,Bon.12.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,515
icr056321,True,-16.06947333,28.28348833,7,1,sub,Mong.7.1.Subsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1049
icr074530,True,-21.7908,26.5175,13,1,sub,Paje.13.1.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1806
