SSN,Public,EC,ExAc,ExBas,M3 Al,M3 B,M3 Ca,M3 Cu,M3 Fe,M3 K,M3 Mg,M3 Mn,M3 Na,M3 P,M3 S,M3 Zn,PH,PSI
icr073540,True,0.018000000000000002,0.48,1.219969352,1160.0,0.001,102.0,0.001,73.5,76.2,47.7,52.7,27.8,3.22,5.92,0.69,5.51,89.8
icr073558,True,0.019,0.19,1.703992306,1290.0,0.048,156.0,0.34,61.2,56.7,79.0,52.6,29.0,4.76,6.4,0.72,5.66,126.0
icr073559,True,0.011,0.29,1.122183002,1240.0,0.001,80.0,0.28,45.2,54.7,55.2,50.1,29.0,1.93,4.9,0.54,5.5,68.1
icr073578,True,0.026,0.19,2.759350257,1160.0,0.065,322.0,0.52,81.7,71.5,98.9,55.7,34.3,5.61,7.09,0.53,5.64,65.3
icr073579,True,0.01,0.097,1.569145653,1290.0,0.001,166.0,0.49,60.6,33.0,62.6,49.1,31.6,2.14,6.03,0.68,5.45,132.0
icr073598,True,0.017,0.19,4.068575384,1200.0,0.16,494.0,0.42,44.3,80.2,116.0,68.5,100.0,3.49,6.79,1.42,5.85,77.9
icr073599,True,0.023,0.19,2.711417958,1230.0,0.07400000000000001,337.0,0.28,46.3,67.5,85.0,51.3,34.8,2.71,4.63,1.43,5.79,88.7
icr074984,True,0.034,0.14,9.694760415,590.0,0.13,1270.0,1.18,76.2,243.0,307.0,77.7,42.8,1.99,5.67,1.28,6.82,29.2
icr075003,True,0.071,0.14,5.472997822999999,410.0,0.001,502.0,1.23,55.7,224.0,272.0,62.2,32.7,2.39,4.71,0.87,6.17,11.2
icr075004,True,0.034,0.14,7.55527446,440.0,0.049,704.0,1.39,59.0,264.0,386.0,63.2,39.1,1.55,4.04,1.02,6.61,19.6
icr075023,True,0.106,0.33,3.888643233,584.0,0.001,362.0,1.08,102.0,266.0,142.0,69.5,51.7,7.7,12.4,0.74,5.04,42.3
icr075024,True,0.026,0.24,4.72357475,488.0,0.042,507.0,1.18,76.7,211.0,187.0,49.2,23.8,2.1,6.66,5.41,6.09,19.0
icr075043,True,0.076,0.33,2.364750375,444.0,0.001,251.0,0.5,58.3,138.0,80.0,47.7,22.0,5.55,6.71,0.87,5.25,6.53
icr075044,True,0.027000000000000003,0.14,2.421968147,410.0,0.001,243.0,0.51,45.7,118.0,97.9,37.8,22.1,2.66,5.17,0.25,5.98,9.42
icr075064,True,0.099,0.14,25.76441842,677.0,0.57,3090.0,3.5,43.7,299.0,1130.0,121.0,48.5,2.81,11.3,1.34,8.32,52.5
icr075083,True,0.08199999999999999,0.33,3.019299106,486.0,0.001,294.0,0.7,64.2,183.0,111.0,41.1,37.7,4.21,7.2,0.53,5.21,31.1
icr075084,True,0.028,0.14,3.770465431,450.0,0.001,394.0,0.72,58.7,155.0,158.0,37.2,22.6,1.65,4.58,0.39,5.91,33.4
icr075103,True,0.111,0.43,4.605155355,546.0,0.043,459.0,1.61,56.1,390.0,150.0,74.4,16.8,3.39,10.9,0.71,5.8,18.6
icr075104,True,0.03,0.24,5.9098550020000005,596.0,0.13,668.0,2.0,51.8,231.0,223.0,63.7,31.3,1.09,10.9,0.56,6.2,21.6
icr075123,True,0.083,0.14,3.918979307,591.0,0.034,394.0,1.37,64.0,251.0,143.0,81.5,28.8,14.5,11.4,2.2,5.28,15.3
icr075124,True,0.022,0.14,6.510845892000001,616.0,0.16,704.0,1.82,47.1,232.0,271.0,84.7,36.3,1.53,7.86,0.33,6.26,18.4
icr075143,True,0.146,0.24,30.71715563,705.0,0.99,3940.0,3.93,43.7,419.0,1180.0,94.0,44.5,3.92,8.84,0.81,8.45,32.0
icr075144,True,0.175,0.048,63.90554099,334.0,0.73,9690.0,3.0,21.8,157.0,1720.0,42.7,193.0,2.14,10.1,0.44,8.89,64.4
icr075163,True,0.077,0.24,6.96120416,354.0,0.001,762.0,1.38,77.2,535.0,207.0,80.9,16.6,2.66,4.78,1.37,6.79,4.55
icr075164,True,0.031,0.14,4.307427977,321.0,0.001,533.0,4.71,90.0,116.0,149.0,65.0,26.3,23.1,4.12,4.73,6.74,14.4
icr075183,True,0.04,0.14,2.339848238,389.0,0.001,258.0,0.52,55.6,103.0,80.9,29.0,27.1,2.6,5.83,0.99,5.33,2.66
icr075184,True,0.023,0.24,5.179907844,463.0,0.19,590.0,0.77,45.6,177.0,195.0,38.7,38.1,1.38,5.29,0.68,6.68,8.88
icr075203,True,0.16699999999999998,0.24,30.9706229,637.0,0.54,4140.0,4.91,53.0,228.0,1120.0,215.0,99.2,3.43,12.6,0.51,7.18,49.0
icr075204,True,0.14800000000000002,0.24,28.28972226,614.0,1.13,4070.0,4.83,58.2,116.0,848.0,236.0,146.0,3.89,22.6,0.76,8.25,52.2
icr075224,True,0.065,0.33,8.740782482,473.0,0.11,1260.0,1.49,65.2,171.0,232.0,143.0,19.8,4.58,6.79,1.58,6.7,26.2
icr075225,True,0.07,0.14,13.29557376,530.0,0.39,1900.0,1.87,73.2,165.0,391.0,168.0,32.7,2.85,7.21,0.91,7.29,44.7
icr075240,True,0.107,0.14,3.2330882880000003,374.0,0.001,364.0,0.62,56.2,168.0,105.0,45.3,26.6,4.5,4.78,0.73,5.63,28.8
icr075241,True,0.046,0.24,4.034880366,443.0,0.07200000000000001,435.0,0.71,59.1,150.0,166.0,41.7,24.0,1.95,4.58,0.69,6.12,39.3
icr075260,True,0.018000000000000002,0.53,2.009545349,520.0,0.001,186.0,0.4,70.4,117.0,62.8,21.6,60.1,3.33,10.1,0.35,5.14,32.0
icr075261,True,0.049,0.53,1.857720298,403.0,0.001,179.0,0.43,86.5,123.0,63.8,26.3,27.8,12.0,10.4,0.63,5.24,24.6
icr075280,True,0.073,0.14,2.044215722,381.0,0.001,200.0,0.7,46.2,118.0,70.0,50.7,37.7,6.29,7.69,0.8,5.43,19.4
icr075281,True,0.017,0.14,3.785925049,553.0,0.001,422.0,0.75,60.2,132.0,140.0,72.0,41.7,2.24,7.48,0.75,5.97,38.8
icr034734,True,0.03,0.28800000000000003,5.00585663,1352.94,0.193,773.4,1.12,138.1,38.403,88.723,7.592,70.7,2.446,13.607,0.858,5.154,109.841
icr038306,True,0.054000000000000006,0.096,39.09711024,860.1,0.16399999999999998,5940.1,3.98,250.6,279.491,1009.0,161.5,78.88,39.85,8.411,5.892,6.962999999999999,46.112
icr049815,True,0.026,0.27,2.789372239,153.0,0.001,414.0,0.22,30.5,28.5,61.6,24.2,31.6,62.2,6.17,12.6,5.52,6.41
icr049816,True,0.023,0.33,1.306349263,190.0,0.001,128.0,0.001,34.0,34.0,48.8,2.0,40.5,14.6,2.77,0.39,5.15,7.56
icr049835,True,0.023,0.27,1.358111116,252.0,0.001,169.0,0.001,36.2,20.3,41.6,33.5,27.0,33.9,3.0,0.73,5.5,11.4
icr049855,True,0.359,0.23,8.390915326,87.3,0.97,329.0,0.001,143.0,152.0,664.0,47.0,200.0,5.12,5.32,0.8,7.86,0.82
icr049856,True,0.913,0.32,10.7919692,115.0,1.19,281.0,0.32,104.0,308.0,637.0,33.7,767.0,4.73,19.8,1.42,8.41,-1.27
icr049875,True,0.039,0.27,2.268223246,81.2,0.001,334.0,0.001,19.6,17.3,54.3,25.3,24.2,9.49,2.85,1.13,5.87,4.02
icr049876,True,0.124,0.18,0.8306165059999999,60.9,0.001,68.5,0.001,12.4,13.5,18.9,1.52,68.4,5.28,6.47,0.69,5.17,-1.96
icr049894,True,0.118,0.37,2.207431041,176.0,0.001,226.0,0.001,35.0,61.8,80.1,30.9,59.2,9.08,7.32,1.1,5.76,10.5
icr049895,True,0.038,0.19,1.122334447,184.0,0.001,111.0,0.001,41.3,35.8,46.1,7.06,21.8,6.46,4.71,0.79,5.22,6.32
icr049914,True,0.038,0.18,1.296189787,218.0,0.001,139.0,0.001,41.0,42.0,45.7,47.4,26.7,19.3,4.66,0.63,5.64,1.68
icr049934,True,0.098,0.23,0.916132506,78.4,0.001,81.0,0.001,72.0,15.4,26.2,3.86,58.7,8.02,7.11,0.43,5.36,3.49
icr049935,True,0.073,0.18,0.584624316,79.6,0.001,36.2,0.001,62.6,15.1,13.6,0.57,58.1,4.98,4.05,0.61,5.29,0.041
icr049954,True,0.142,0.27,1.169861871,198.0,0.001,87.0,0.001,31.3,46.5,42.7,14.3,60.5,13.4,6.14,1.13,5.11,6.94
icr049955,True,0.06,0.13,1.096742142,254.0,0.21,68.5,0.001,32.4,55.3,31.8,3.68,80.5,5.58,4.61,0.45,5.3,6.61
icr049974,True,0.102,0.37,1.05192302,160.0,0.001,82.0,0.001,30.6,42.6,40.5,24.3,45.6,18.6,4.73,0.77,5.26,0.9
icr049975,True,0.037000000000000005,0.23,1.012894538,204.0,0.001,81.7,0.001,40.7,39.1,37.2,7.95,45.3,12.8,4.46,0.67,5.41,8.51
icr049994,True,0.035,0.13,0.833840175,149.0,0.001,83.5,0.001,32.4,28.6,29.9,52.6,22.1,15.3,1.5,0.48,5.69,8.67
icr049995,True,0.021,0.23,0.7499846440000001,185.0,0.001,73.7,0.001,29.9,23.9,27.4,4.28,21.6,8.22,0.62,0.4,5.19,10.4
icr050014,True,0.025,0.23,1.403784215,231.0,0.001,139.0,0.001,32.6,37.2,58.1,37.9,30.7,20.0,2.21,0.65,5.59,7.68
icr050015,True,0.054000000000000006,0.19,1.5907871319999998,338.0,0.001,136.0,0.001,48.0,55.0,58.2,16.7,66.5,20.4,6.85,0.87,5.4,12.2
icr050034,True,0.032,0.14,1.002985775,213.0,0.001,112.0,0.001,40.4,26.6,35.9,16.3,18.0,17.9,5.27,8.42,5.1,3.57
icr050035,True,0.086,0.18,0.694276511,244.0,0.001,43.2,0.001,46.0,24.0,19.3,2.46,59.2,14.7,6.01,0.34,5.13,5.54
icr050054,True,0.128,0.27,1.5662842680000002,154.0,0.001,151.0,0.001,30.5,38.2,54.2,42.0,61.1,20.1,6.03,0.6,5.5,8.96
icr050055,True,0.077,0.37,1.1204343490000002,166.0,0.001,92.9,0.001,29.7,29.2,46.5,12.4,45.3,14.1,5.16,0.62,5.64,10.7
icr050074,True,0.113,0.27,1.214093604,209.0,0.001,91.5,0.001,48.8,42.5,44.2,16.1,65.0,11.9,9.56,0.59,5.18,10.3
icr050075,True,0.036000000000000004,0.37,0.987499207,269.0,0.001,85.0,0.001,48.4,53.0,34.3,8.16,33.0,9.52,6.65,0.58,5.08,18.8
icr050094,True,0.084,0.27,1.481529982,176.0,0.001,169.0,0.001,29.0,26.8,45.0,35.3,45.1,10.5,6.29,0.96,5.55,9.54
icr050095,True,0.03,0.37,1.188130773,304.0,0.22,107.0,0.001,46.7,33.6,42.8,3.65,49.1,5.48,5.58,0.8,5.1,8.96
icr050114,True,0.109,0.18,1.287843947,301.0,0.001,109.0,0.001,41.6,35.4,37.0,16.9,79.7,30.5,9.82,0.81,5.54,4.18
icr050115,True,0.041,0.55,1.130509501,464.0,0.001,113.0,0.001,49.3,23.4,39.3,1.98,41.6,25.0,6.9,0.8,4.99,15.1
icr055822,True,0.051,1.72,2.436265351,830.0,0.001,222.0,0.2,280.0,231.0,71.0,10.8,34.2,10.3,10.1,1.37,4.75,48.5
icr073988,True,0.046,0.097,5.9388830289999985,526.0,0.26,845.0,2.79,121.0,214.0,134.0,262.0,13.6,47.1,5.69,2.52,7.25,26.8
icr073989,True,0.037000000000000005,0.19,5.250706812,552.0,0.16,658.0,2.98,149.0,235.0,154.0,250.0,20.0,28.1,5.19,1.84,7.09,29.5
icr074002,True,0.047,0.19,4.215842087,615.0,0.13,323.0,3.92,112.0,262.0,213.0,232.0,39.2,9.27,8.65,4.19,5.9,51.3
icr074003,True,0.034,0.19,4.55533396,597.0,0.071,253.0,4.87,126.0,319.0,278.0,251.0,40.7,4.71,8.32,5.03,5.83,54.9
icr074018,True,0.021,0.29,2.701847879,492.0,0.1,235.0,0.94,98.7,80.9,105.0,136.0,104.0,5.34,8.72,1.46,5.59,29.5
icr074019,True,0.026,0.19,2.0123825330000003,414.0,0.051,126.0,1.19,79.5,99.2,115.0,130.0,41.0,3.08,8.32,2.22,5.51,35.2
icr074030,True,0.049,0.097,7.142642092000001,455.0,0.084,840.0,2.33,103.0,139.0,294.0,204.0,36.2,3.85,7.54,2.52,6.36,31.9
icr074045,True,0.035,0.77,2.377589144,712.0,0.079,192.0,2.33,104.0,106.0,112.0,108.0,50.8,5.82,10.5,2.43,5.03,68.1
icr074046,True,0.02,1.45,2.3984307030000003,760.0,0.025,181.0,2.52,97.7,86.0,122.0,94.4,61.0,4.16,9.91,1.89,4.95,82.8
icr074062,True,0.023,0.29,2.962774936,619.0,0.001,89.0,1.3,116.0,137.0,242.0,157.0,38.5,2.85,7.73,2.04,5.63,46.2
icr074063,True,0.019,0.38,3.217432014,625.0,0.001,65.2,1.37,111.0,63.2,306.0,91.7,46.2,1.53,9.35,1.31,5.3,65.4
icr074082,True,0.038,0.19,27.97252838,833.0,0.28,3260.0,2.18,97.5,146.0,1330.0,37.5,70.7,2.33,7.08,1.26,6.74,81.3
icr074083,True,0.025,0.097,31.23085752,845.0,0.23,3660.0,1.99,87.2,88.2,1470.0,37.0,128.0,1.71,6.08,1.41,7.03,84.0
icr074102,True,0.045,0.097,16.37965061,819.0,0.32,2010.0,2.45,104.0,205.0,643.0,157.0,113.0,10.5,15.8,1.96,6.67,53.4
icr074122,True,0.026,0.19,8.960923464,733.0,0.1,1060.0,3.56,126.0,119.0,378.0,310.0,53.5,2.79,8.92,2.18,6.2,54.5
icr074123,True,0.011,0.77,6.32529676,959.0,0.03,487.0,3.14,116.0,84.2,410.0,182.0,65.9,3.27,10.8,1.8,5.6,87.1
icr074140,True,0.067,0.097,9.598097483,532.0,0.16,1220.0,2.39,194.0,138.0,346.0,194.0,65.7,5.83,9.23,2.6,6.99,35.5
icr074141,True,0.012,0.19,5.006523324,808.0,0.001,327.0,2.12,140.0,64.0,367.0,143.0,40.2,3.33,7.09,1.28,5.92,46.2
icr074159,True,0.029,0.19,9.420797912000001,547.0,0.1,874.0,2.16,146.0,208.0,521.0,222.0,49.0,1.56,7.32,1.57,6.78,42.4
icr074160,True,0.193,0.19,12.37273784,461.0,0.16,1300.0,2.71,131.0,183.0,584.0,241.0,133.0,2.43,7.86,1.14,7.9,33.3
icr074175,True,0.023,0.19,18.07843102,891.0,0.22,2030.0,2.6,132.0,143.0,873.0,182.0,80.0,2.2,8.01,1.26,6.75,76.4
icr074176,True,0.038,0.097,22.62400245,929.0,0.06,2750.0,2.6,152.0,95.7,1000.0,184.0,83.9,0.62,5.62,1.33,6.84,94.0
icr074193,True,0.024,1.16,3.215903912,753.0,0.001,138.0,1.42,104.0,99.2,248.0,136.0,51.2,4.16,9.58,3.54,5.24,74.0
icr074194,True,0.016,1.45,3.331992349,834.0,0.001,120.0,1.43,118.0,76.2,284.0,130.0,43.7,3.14,8.96,3.27,5.25,80.8
icr074211,True,0.04,0.19,6.977262053,573.0,0.081,809.0,1.46,122.0,121.0,295.0,110.0,42.5,4.83,7.04,2.43,6.14,34.5
icr074212,True,0.014,0.38,6.20146615,748.0,0.001,545.0,1.89,109.0,78.5,376.0,81.0,38.7,3.87,6.05,1.71,5.72,49.0
icr074231,True,0.019,2.61,11.78544567,1220.0,0.001,486.0,2.47,92.0,78.5,1060.0,47.3,90.7,1.86,9.17,2.99,5.43,144.0
icr074232,True,0.06,0.87,13.10673755,1010.0,0.13,812.0,2.47,94.9,174.0,964.0,141.0,146.0,3.29,19.5,1.95,5.29,79.9
icr074248,True,0.018000000000000002,0.19,8.064916299,595.0,0.049,857.0,2.12,167.0,83.7,418.0,103.0,25.6,1.76,5.74,1.37,6.09,46.5
icr074249,True,0.14400000000000002,0.29,28.90835789,432.0,0.48,4570.0,2.85,112.0,255.0,632.0,285.0,42.1,3.74,8.76,1.04,8.23,55.0
icr037417,True,0.028,0.28800000000000003,2.218992824,786.1,0.085,218.3,0.375,177.7,26.431,115.8,39.31,23.66,2.504,5.181,0.47,5.4289999999999985,19.809
icr069789,True,0.019,0.19,2.879023377,395.0,0.001,325.0,0.22,65.5,29.3,109.0,24.8,64.0,2.7,2.06,1.07,6.19,32.2
icr069790,True,0.019,0.096,2.815118577,299.0,0.001,363.0,0.21,62.0,32.3,93.5,49.6,33.3,3.06,1.71,0.68,6.57,23.6
icr069809,True,0.028,0.14,2.382585445,255.0,0.001,310.0,0.28,49.6,37.7,82.5,38.2,12.5,2.83,1.62,1.82,6.4,25.5
icr069810,True,0.017,0.14,2.765245397,387.0,0.001,333.0,0.001,85.5,18.3,111.0,34.8,31.3,1.96,1.62,0.67,6.37,37.9
icr069829,True,0.024,0.096,2.163254106,333.0,0.001,277.0,0.001,45.2,33.5,75.7,24.0,15.4,2.5,1.68,0.93,6.31,28.5
icr069830,True,0.017,0.19,2.027673374,521.0,0.001,219.0,0.001,109.0,32.3,78.5,10.4,46.3,3.06,3.04,0.45,5.74,27.6
icr069849,True,0.029,0.096,2.191324343,219.0,0.001,292.0,0.22,39.7,48.6,68.2,23.6,9.98,3.33,1.49,0.72,6.55,15.4
icr069850,True,0.016,0.19,2.832429139,366.0,0.001,373.0,0.4,68.7,36.0,87.4,14.5,35.2,2.7,1.92,1.16,6.35,16.7
icr069869,True,0.029,0.14,3.902419205,339.0,0.001,471.0,0.35,74.7,62.2,143.0,51.2,47.5,2.54,2.08,1.14,6.57,23.2
icr069870,True,0.019,0.19,3.756155545,384.0,0.001,421.0,0.28,100.0,50.2,165.0,49.3,36.6,2.02,2.85,0.56,6.42,22.1
icr069889,True,0.021,0.28,2.807405677,388.0,0.001,310.0,0.001,70.5,61.2,125.0,40.6,15.6,3.0,2.85,0.69,6.44,16.2
icr069909,True,0.039,0.14,3.583012724,303.0,0.001,455.0,0.7,54.2,72.5,116.0,37.6,37.7,3.87,4.75,1.08,6.45,17.6
icr069910,True,0.014,0.19,3.202643043,402.0,0.001,377.0,0.48,70.5,36.3,127.0,18.0,40.3,2.41,3.75,1.87,5.91,21.5
icr069929,True,0.033,0.14,3.080209042,321.0,0.001,384.0,0.39,41.7,64.7,108.0,45.0,23.5,3.22,3.23,0.96,6.42,19.7
icr069930,True,0.012,0.28,2.366827482,432.0,0.001,245.0,0.41,43.2,33.2,110.0,23.0,34.0,2.14,3.98,1.27,5.68,32.8
icr069949,True,0.022,0.14,2.5128116080000003,268.0,0.001,322.0,0.28,36.7,40.5,88.5,46.3,15.6,2.2,2.62,0.62,6.57,20.1
icr069950,True,0.015,0.24,2.539734311,333.0,0.001,294.0,0.26,34.5,26.1,104.0,25.1,33.0,2.14,3.6,0.88,6.45,22.3
icr069969,True,0.013,0.14,3.009535203,262.0,0.001,402.0,0.26,34.8,44.0,97.7,50.7,18.3,3.02,3.23,1.08,6.89,15.4
icr069989,True,0.02,0.14,2.894797193,311.0,0.001,382.0,0.31,37.1,55.0,85.2,39.2,32.2,4.17,4.54,0.69,6.48,13.8
icr069990,True,0.011,0.096,2.0860532430000003,362.0,0.001,261.0,0.23,37.6,25.0,68.2,18.8,35.3,3.62,4.53,1.11,5.97,19.8
icr070009,True,0.018000000000000002,0.14,2.844350785,262.0,0.001,358.0,0.27,47.0,45.8,96.2,39.6,32.7,1.95,4.37,0.49,6.61,14.8
icr070010,True,0.014,0.24,2.47301357,297.0,0.001,281.0,0.001,46.8,27.3,102.0,20.8,35.7,1.62,4.46,0.56,6.34,19.3
icr070029,True,0.024,0.19,4.548423094,320.0,0.001,647.0,0.63,65.7,69.5,127.0,96.0,19.8,7.79,4.16,1.9,6.48,17.3
icr070030,True,0.019,0.19,4.13169115,364.0,0.001,564.0,0.67,71.2,52.5,129.0,73.7,25.6,6.79,4.84,1.41,6.28,22.6
icr070049,True,0.024,0.14,4.329705037,269.0,0.001,581.0,0.5,56.1,72.2,135.0,51.2,28.6,5.12,5.84,1.52,6.95,15.3
icr070050,True,0.019,0.096,3.5618118410000004,313.0,0.001,454.0,0.32,49.8,58.5,127.0,34.7,21.3,3.18,4.48,1.06,6.78,14.1
icr070069,True,0.026,0.14,3.4379808080000003,365.0,0.001,402.0,0.3,32.8,63.5,100.0,24.0,101.0,4.5,4.5,0.71,6.1,11.6
icr070070,True,0.018000000000000002,0.14,1.962410433,316.0,0.001,238.0,0.31,35.2,44.1,64.4,18.8,29.3,4.33,2.81,1.16,6.1,18.1
icr070089,True,0.027000000000000003,0.096,2.758123798,317.0,0.001,355.0,0.34,37.5,46.1,85.7,38.1,36.1,3.35,3.1,1.04,6.65,11.4
icr070090,True,0.01,0.24,2.525657564,390.0,0.001,309.0,0.34,37.7,25.5,86.2,18.8,46.7,2.79,3.29,1.25,6.26,27.0
icr070387,True,0.023,0.14,2.085617193,285.0,0.001,275.0,0.001,41.7,24.8,65.0,137.0,25.3,2.56,3.2,1.18,6.18,13.6
icr073649,True,0.023,0.24,4.205201222,548.0,0.001,451.0,1.37,115.0,93.5,177.0,96.7,57.1,3.18,7.83,1.19,5.72,40.6
icr073650,True,0.023,0.33,8.314927395,769.0,0.077,986.0,2.33,131.0,89.7,325.0,161.0,108.0,1.7,10.9,1.27,5.67,59.4
icr073670,True,0.041,0.24,16.93196276,677.0,0.25,2190.0,2.16,120.0,118.0,653.0,440.0,65.2,2.89,10.3,2.22,6.79,54.2
icr073671,True,0.05,0.14,16.86894443,737.0,0.25,2180.0,2.46,122.0,85.7,660.0,500.0,67.9,1.41,12.4,1.23,6.67,65.6
icr073686,True,0.039,0.14,20.31609266,922.0,0.52,2380.0,5.73,127.0,193.0,934.0,177.0,46.8,2.12,9.07,1.86,6.45,101.0
icr073687,True,0.029,0.14,19.92088373,1070.0,0.61,2340.0,5.0,91.9,115.0,915.0,139.0,83.9,0.96,8.65,1.07,6.3,128.0
icr073703,True,0.039,0.14,16.56246243,887.0,0.28,1810.0,3.08,87.5,105.0,849.0,125.0,52.3,2.54,9.41,2.64,6.39,60.1
icr073704,True,0.028,0.14,16.13152649,1030.0,0.12,1730.0,3.5,83.2,57.7,859.0,119.0,54.0,1.61,9.71,0.73,6.13,86.7
icr073723,True,0.033,0.24,14.32886855,964.0,0.37,1720.0,6.46,112.0,87.9,646.0,309.0,38.0,1.78,10.3,3.77,6.18,77.2
icr073724,True,0.034,0.14,14.65247659,1070.0,0.31,1740.0,6.03,93.5,51.7,675.0,290.0,55.6,0.68,10.0,1.4,6.21,107.0
icr073743,True,0.171,0.14,19.39890639,767.0,0.59,2640.0,5.07,108.0,129.0,685.0,475.0,47.8,9.26,17.0,5.67,6.42,50.5
icr073744,True,0.052000000000000005,0.24,21.25010822,852.0,0.56,3150.0,6.8,83.2,50.5,628.0,586.0,41.6,1.87,8.33,5.25,7.24,64.9
icr073762,True,0.032,0.14,13.84628184,856.0,0.28,1630.0,2.99,99.7,77.2,645.0,102.0,38.7,2.54,6.92,0.89,6.08,58.2
icr073763,True,0.027000000000000003,0.24,14.85375262,937.0,0.23,1810.0,3.7,89.0,56.3,660.0,117.0,47.2,1.7,6.59,1.14,6.22,73.7
icr073799,True,0.045,0.14,25.68733466,724.0,0.46,3080.0,6.32,137.0,135.0,1180.0,106.0,43.7,1.44,6.55,1.08,6.42,92.5
icr073819,True,0.034,0.14,15.30119296,825.0,0.18,1820.0,4.62,128.0,102.0,695.0,153.0,45.2,2.35,8.48,1.01,6.0,79.5
icr073839,True,0.035,0.14,18.51482213,891.0,0.34,2000.0,3.64,91.7,85.0,979.0,83.0,47.5,1.1,6.78,0.72,6.54,70.5
icr073840,True,0.041,0.14,20.95006447,1000.0,0.5,2350.0,3.79,79.0,82.7,1050.0,92.4,71.5,1.21,8.44,1.33,6.58,105.0
icr073857,True,0.109,0.14,17.22449325,775.0,0.56,2520.0,7.08,110.0,100.0,496.0,290.0,62.0,1.62,10.3,1.54,6.96,82.8
icr073858,True,0.107,0.33,14.60093615,697.0,0.44,2170.0,6.0,102.0,59.8,410.0,252.0,48.2,1.15,8.34,0.79,7.41,94.4
icr073877,True,0.04,0.24,20.64797764,917.0,0.27,2290.0,4.11,125.0,97.0,1060.0,128.0,43.6,2.18,12.3,2.29,5.86,83.7
icr073878,True,0.039,0.24,19.67148634,1060.0,0.18,2100.0,4.33,119.0,78.0,1040.0,93.2,86.7,1.72,8.8,1.14,5.79,145.0
icr073898,True,0.025,0.14,12.97515567,949.0,0.15,1430.0,2.64,71.4,57.7,659.0,94.0,53.2,1.09,7.09,2.39,5.93,101.0
icr073917,True,0.034,0.14,12.82034115,843.0,0.22,1420.0,4.01,106.0,74.2,643.0,103.0,49.8,2.0,7.36,1.56,6.09,79.9
icr073918,True,0.026,0.14,13.00429541,970.0,0.21,1500.0,3.97,85.7,63.7,626.0,103.0,38.6,1.32,7.75,0.83,5.99,85.8
icr073937,True,0.018000000000000002,0.24,11.98755469,925.0,0.23,1300.0,4.78,108.0,62.6,622.0,132.0,43.0,1.69,7.65,0.75,6.03,94.4
icr073938,True,0.018000000000000002,0.14,12.01268305,832.0,0.25,1330.0,4.92,106.0,79.5,620.0,126.0,8.14,2.16,6.88,0.91,6.16,84.6
icr074298,True,0.15,0.24,23.81788738,585.0,0.48,3170.0,5.82,52.3,463.0,800.0,70.0,39.6,3.27,10.4,0.74,7.86,51.1
icr074299,True,0.13699999999999998,0.24,26.77945446,644.0,0.96,3720.0,6.09,54.0,335.0,866.0,76.2,38.1,2.14,13.0,0.34,8.06,65.4
icr074318,True,0.097,0.14,24.04133457,619.0,0.39,3490.0,5.38,51.5,453.0,649.0,80.0,15.9,4.09,7.71,0.83,7.6,58.7
icr074319,True,0.14300000000000002,0.24,30.90406481,587.0,0.57,4910.0,5.66,42.5,390.0,633.0,82.5,28.8,3.52,10.1,2.45,8.34,69.3
icr074336,True,0.174,0.14,49.12041301,502.0,0.76,8090.0,3.43,36.2,387.0,905.0,69.2,46.3,5.62,12.3,1.17,8.4,67.8
icr074337,True,0.213,0.24,59.86802646,350.0,1.71,9500.0,3.58,21.6,290.0,1280.0,72.5,241.0,3.06,15.6,0.61,8.87,79.6
icr074356,True,0.052000000000000005,0.14,5.200730591,359.0,0.059,589.0,0.59,57.2,141.0,214.0,28.0,29.1,5.08,5.83,0.52,6.58,24.2
icr074357,True,0.087,0.24,6.0816929470000005,345.0,0.001,617.0,0.41,52.6,112.0,311.0,24.5,32.2,1.85,6.55,0.6,6.34,27.5
icr074376,True,0.123,0.14,49.96788781,624.0,1.01,8880.0,5.08,32.7,318.0,551.0,141.0,46.2,5.12,11.8,0.68,8.6,74.1
icr074377,True,0.146,0.24,60.45324533,408.0,0.88,11000.0,4.99,25.0,148.0,590.0,105.0,45.7,4.13,14.4,0.7,8.6,93.2
icr074396,True,0.129,0.24,15.85544038,463.0,0.25,2040.0,3.64,62.8,208.0,603.0,82.7,32.2,5.86,7.37,0.63,7.84,39.5
icr074397,True,0.039,0.24,17.81141384,589.0,0.1,1890.0,4.29,69.2,74.5,970.0,96.7,35.5,1.62,5.17,1.34,7.24,47.8
icr074413,True,0.149,0.24,44.67746803,501.0,0.65,7570.0,5.41,33.8,262.0,726.0,148.0,36.2,3.85,11.5,0.99,7.9,68.0
icr074414,True,0.108,0.14,27.75705058,716.0,0.59,4170.0,5.25,53.1,454.0,681.0,137.0,27.1,5.33,10.8,1.67,7.92,61.1
icr074433,True,0.086,0.24,13.79151677,346.0,0.23,1960.0,1.67,51.0,178.0,415.0,76.4,24.5,4.5,6.83,1.18,8.15,27.8
icr074434,True,0.12,0.14,25.93850267,281.0,0.37,4330.0,1.57,38.3,105.0,473.0,86.4,25.5,3.97,11.8,0.8,8.49,33.9
icr074454,True,0.064,0.14,23.31442202,656.0,0.41,2680.0,6.11,62.0,571.0,1010.0,82.7,24.6,4.08,7.48,0.96,7.39,58.3
